id;date;value;qty;state;city;store;brand;model
888;16-05-2022;885650.50;1560;;Lingyuan;Turner-Keeling;Acura;RDX
889;30-05-2022;495584.60;3690;;Reisdorf;Hahn-Monahan;Mazda;B-Series
890;31-03-2022;775750.44;519;;Hino;"Gottlieb; Ritchie and DuBuque";Volkswagen;Passat
891;01-06-2022;3364.37;9211;03;São Pedro;"Toy; Grimes and Huel";Buick;Park Avenue
892;26-11-2022;505533.09;7689;X;Gävle;Lubowitz Group;Chevrolet;Colorado
893;03-03-2022;808794.18;5961;;Taunggyi;Treutel and Sons;Kia;Rio
894;06-06-2022;995001.57;4003;;Wotan;Casper-MacGyver;Chrysler;Sebring
895;12-03-2022;667482.20;4859;CA;San Jose;Bins-Kuhlman;Suzuki;Vitara
896;10-05-2022;706729.43;5803;;Tecpán Guatemala;Ziemann LLC;Mitsubishi;Pajero
897;17-03-2022;437237.82;6275;;Jingjiao;Hoeger-Ryan;Ford;F150
898;01-12-2022;442908.91;4486;A2;Saint-Brieuc;"Schimmel; Heller and Leffler";Volvo;V70
899;30-09-2022;659868.52;2113;;Clorinda;Nienow Inc;Chevrolet;Lumina
900;22-08-2022;705845.67;6106;;Adamstown;Kovacek Inc;Ford;Festiva
901;05-07-2022;796019.89;2344;;Bonao;Little and Sons;Pontiac;Montana SV6
902;13-08-2022;439371.18;4138;;Kalidawir;Ziemann-Waelchi;GMC;Yukon XL 1500
903;16-10-2022;228170.05;599;A3;Saint-Pierre-des-Corps;Goldner LLC;BMW;7 Series
904;14-04-2022;244294.80;4651;;Oussivo;Kihn Inc;GMC;Rally Wagon 2500
905;19-11-2022;924824.07;4681;;Numazu;"Miller; Jaskolski and Gulgowski";Ford;F-Series
906;29-03-2022;28048.29;6617;;Calamba;Rolfson LLC;Pontiac;Tempest
907;20-04-2022;380940.37;3708;;Divjakë;Dibbert and Sons;Chrysler;Sebring
908;21-08-2022;56531.46;6633;;Zhuangbu;VonRueden-Heathcote;Subaru;Justy
909;11-10-2022;885454.67;3013;;Banjar Paangkelod;Lowe-Bins;Subaru;Legacy
910;09-10-2022;548627.13;9849;;Shakhtars’k;Olson-Jacobson;Alfa Romeo;Spider
911;08-06-2022;330026.13;2780;;Mwembe;"Waters; Veum and Predovic";GMC;Yukon
912;04-02-2022;601207.09;1898;13;Sardoal;"Berge; Heaney and Runolfsson";GMC;3500 Club Coupe
913;02-05-2022;563696.58;8390;;Ashikaga;"Satterfield; Lehner and Hammes";Ford;Mustang
914;15-08-2022;336513.30;2035;;Anjirserapat;Terry-Considine;Mitsubishi;Montero Sport
915;25-12-2022;140821.45;3435;B9;Bourg-en-Bresse;Rutherford-Stracke;Mitsubishi;Starion
916;05-12-2022;737326.00;7723;;Tajur;Stokes-Leffler;Chrysler;Town & Country
917;21-12-2022;194807.54;4891;;Bidbid;Labadie-Bartoletti;Honda;Accord
918;24-06-2022;905798.25;3739;;Bazar-Korgon;"Cartwright; Miller and Bernier";Volvo;C70
919;09-06-2022;499374.39;2691;;Stutterheim;"Grimes; Veum and Mills";Mitsubishi;Galant
920;24-12-2022;914765.89;182;;Franca;Pagac Inc;Nissan;Quest
921;03-04-2022;796640.77;777;;Lincheng;O'Hara-Smitham;Aston Martin;DB9 Volante
922;28-07-2022;705802.17;3101;;Danxi;Pagac-Halvorson;Suzuki;Verona
923;13-12-2022;371689.43;7118;;Binitayan;Legros and Sons;Maserati;Spyder
924;27-05-2022;233057.77;6082;04;Kongsvinger;Pfeffer Inc;Mazda;MX-5
925;16-08-2022;411878.86;4559;;Pervomays’k;Kautzer Inc;Chevrolet;Cobalt
926;19-01-2022;327277.05;9359;A8;Étampes;Mohr-Kirlin;Chrysler;Pacifica
927;28-09-2022;739851.57;1007;;Kankara;VonRueden Inc;Maybach;57
928;30-04-2022;293021.58;3728;COL;Altavista;Wyman Inc;GMC;Yukon
929;21-08-2022;996053.90;7400;;Pluak Daeng;"Huel; Mayert and Goyette";Dodge;Dakota
930;16-06-2022;94768.86;3607;;Qinjia;Dickens-Erdman;Mercedes-Benz;M-Class
931;05-12-2022;471140.15;3636;;El Mida;Mitchell-Heller;Mercury;Grand Marquis
932;13-05-2022;793965.19;3182;;Kamirenjaku;Funk-Russel;Chrysler;300
933;07-04-2022;45339.83;4499;;Lidzbark;Wunsch Group;Mazda;929
934;10-12-2022;315577.75;2539;;Biankouma;"Gerhold; Bauch and Lemke";Mercury;Sable
935;03-02-2022;759967.10;5282;11;Marteleira;Murray-Larson;Mazda;MX-6
936;09-09-2022;721503.33;8529;;Ögöömör;"Cartwright; Emmerich and Ondricka";Mitsubishi;Eclipse
937;22-10-2022;545104.36;3414;01;Moss;Oberbrunner-Bergnaum;Nissan;Altima
938;09-11-2022;517479.91;1382;;Pengwan;Weissnat Group;Cadillac;Escalade ESV
939;29-07-2022;868610.40;1390;;Tuateta;Greenfelder-Towne;GMC;Rally Wagon 3500
940;01-11-2022;495614.83;8590;;Motong;"Rohan; Tillman and Stroman";MINI;Clubman
941;23-06-2022;190915.07;2418;;Klampis;Bauch Inc;Chrysler;Concorde
942;13-08-2022;402071.81;5924;AB;Åkersberga;"Smith; Homenick and Franecki";Toyota;Prius
943;18-10-2022;713056.21;3172;;Armavir;Halvorson-Heller;Ford;F350
944;18-08-2022;743442.40;5329;;Rencun;Bartoletti-Spinka;Volvo;V70
945;23-10-2022;172711.51;9863;;Los Dos Caminos;Bruen-Pacocha;Subaru;Forester
946;04-09-2022;949753.44;6588;;San Benito;Grady-Howe;Lexus;ES
947;20-10-2022;468420.24;8151;;Usicayos;"Ledner; Bergnaum and Ondricka";Chevrolet;Corvette
948;05-02-2022;735394.25;6455;;Qilin;Brown-Olson;Volkswagen;Golf
949;07-05-2022;802701.58;5763;;Shuntian;Auer LLC;Nissan;Frontier
950;14-06-2022;899333.67;8306;;Santa María del Real;Grimes-Collins;Ford;F150
951;26-07-2022;29322.39;5888;;Yacuíba;Ryan-Wyman;Chevrolet;Monza
952;04-07-2022;680313.72;229;;Biliran;Kunze and Sons;Hyundai;Genesis
953;23-07-2022;191365.70;1227;;Liminka;Ratke-Kuphal;Hyundai;Azera
954;03-05-2022;933971.19;4863;;Xibu;"O'Hara; Raynor and Kirlin";Ford;Explorer
955;03-06-2022;821535.22;5754;;Burla;Bergstrom-Kemmer;Suzuki;Grand Vitara
956;12-01-2022;344818.52;2360;;Turt;"Leannon; Pollich and Kerluke";Mazda;Miata MX-5
957;19-06-2022;200992.19;5247;IA;Iowa City;"Kiehn; Ledner and Macejkovic";Lexus;ES
958;17-10-2022;5171.33;1602;;Ban Chang;Blick-Powlowski;Chevrolet;Silverado 2500
959;02-07-2022;22140.37;3303;;Jastrebarsko;"Muller; Reinger and Schoen";Cadillac;XLR-V
960;05-11-2022;339736.69;3217;A2;Rennes;Kihn-Kuphal;Buick;Century
961;16-05-2022;873749.98;7206;;Huangtan;"Crona; Schroeder and Parker";Mazda;MX-6
962;02-07-2022;706506.69;7915;16;Bouças;Collins-Schneider;GMC;Rally Wagon 3500
963;02-05-2022;604777.82;943;07;Zaandam;Windler LLC;Subaru;Impreza
964;02-07-2022;5679.44;4325;;Lubāna;"Greenfelder; Paucek and Rowe";Subaru;Impreza
965;17-09-2022;394020.51;5866;;Banyutengah;Simonis and Sons;Saab;9000
966;24-06-2022;520868.94;1014;;Srbica;Hayes-Mann;Nissan;Quest
967;13-09-2022;878515.21;3839;;Luniao;Price and Sons;Volkswagen;GTI
968;29-04-2022;746501.09;6565;;Rudy;"Mitchell; Hettinger and Parisian";Isuzu;Rodeo Sport
969;31-12-2021;906294.97;747;B7;Châtellerault;"Christiansen; Blanda and Reinger";Hyundai;Sonata
970;18-07-2022;663917.49;3932;;Kisangani;Bogan Inc;Lexus;GS
971;26-02-2022;898017.26;6648;;Qintang;Schroeder-Von;GMC;2500 Club Coupe
972;19-04-2022;166728.39;356;;La Playosa;Bergnaum-Metz;Ford;Econoline E350
973;02-09-2022;234704.85;5537;;Karabudakhkent;Hegmann-Bode;Jeep;Liberty
974;11-01-2022;334962.89;5194;06;Fiais da Beira;Schuster Inc;Pontiac;Sunbird
975;14-07-2022;586602.47;8705;16;Castelo;Gutmann Inc;GMC;Envoy XL
976;29-06-2022;860393.78;3034;03;Oslo;Fadel-Zboncak;Mercury;Tracer
977;11-08-2022;502774.76;9142;13;Vila Chã;Luettgen-Jerde;Audi;A6
978;24-04-2022;231074.42;612;;Lianovérgi;Abernathy Inc;Volvo;XC70
979;07-10-2022;184127.20;7167;;Río de Oro;"Cremin; Kohler and Crooks";Oldsmobile;88
980;29-04-2022;212350.08;277;;Mat-i;Barrows Inc;Nissan;Frontier
981;23-10-2022;175175.64;4872;BC;Fruitvale;"Feil; Bayer and Prohaska";Chevrolet;Tracker
982;04-03-2022;917388.81;7104;PA;Erie;McCullough-Reilly;Audi;A8
983;20-06-2022;900567.48;4237;;Kinel’-Cherkassy;Weber LLC;Chevrolet;Malibu
984;24-11-2022;596370.56;7532;;Jianping;Kub-Murray;Chevrolet;Express
985;09-11-2022;764649.65;8935;COA;Francisco I Madero;Harris-Ritchie;Volkswagen;Type 2
986;26-02-2022;171796.05;8273;;Bāndarban;Weber-Torphy;Toyota;FJ Cruiser
987;16-08-2022;863830.11;5118;;Houzhai;Labadie LLC;Nissan;Murano
988;27-06-2022;767322.93;1654;TC;Firenze;"Littel; Koss and Carroll";Pontiac;Torrent
989;23-10-2022;387012.28;4677;;Paghmān;Olson-Leuschke;Kia;Soul
990;15-10-2022;533432.08;3203;03;Requião;Gislason-Marquardt;BMW;5 Series
991;21-01-2022;571148.87;3902;;Cimaung Kidul;Weimann Group;Volvo;XC70
992;01-12-2022;381609.92;2377;;Acandí;"Beier; Crooks and Tillman";Ford;Courier
993;22-07-2022;110792.12;936;;Zhuping;Douglas Group;GMC;Rally Wagon 2500
994;26-05-2022;897838.57;1346;;Shambu;"Jakubowski; Satterfield and Nikolaus";Buick;Lucerne
995;29-08-2022;139093.07;4617;;Baojia;Bruen LLC;Chevrolet;Caprice Classic
996;07-08-2022;899829.72;6696;;Kiryandongo;"Grady; Labadie and Pollich";Pontiac;6000
997;25-03-2022;672944.06;3540;;Baga Borihe;Casper-Wolf;Nissan;Titan
998;01-04-2022;425433.91;5760;;Kangdong-ŭp;Vandervort Group;Chevrolet;Silverado 1500
999;28-02-2022;507909.73;4389;;Kongwan;"Lubowitz; Howell and Weissnat";Mercedes-Benz;SL-Class
1000;02-03-2022;339340.20;4903;;Sukhobezvodnoye;"Schaden; Bernhard and Lubowitz";Toyota;Celica
